area,room,toilet,lat,long,quan,loai_bds,price-VND
125,3,3,16.08562,108.21912,quan-hai-chau,mua-nha-mat-tien-pho/,16000000000
125,3,3,16.08562,108.21912,quan-hai-chau,mua-nha-mat-tien-pho/,16000000000
200,4,4,16.02967,108.24049,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,16000000000
176,0,0,16.05745,108.21305,quan-hai-chau,mua-dat-tho-cu/,16000000000
125,17,18,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,16000000000
214,0,0,16.04201,108.24233,quan-ngu-hanh-son,mua-dat-tho-cu/,16000000000
125,17,18,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,16000000000
125,3,3,16.08562,108.21912,quan-hai-chau,mua-nha-mat-tien-pho/,16000000000
161,0,0,16.08038,108.21367,quan-hai-chau,mua-nha-mat-tien-pho/,16000000000
100,3,3,16.03686,108.21903,quan-hai-chau,mua-nha-mat-tien-pho/,16000000000
107,18,18,16.0692,108.23681,quan-son-tra,mua-nha-mat-tien-pho/,16500000000
172,0,0,16.05745,108.21305,quan-hai-chau,mua-dat-tho-cu/,16500000000
107,18,18,16.0692,108.23681,quan-son-tra,mua-nha-mat-tien-pho/,16500000000
171,2,1,16.05745,108.21305,quan-hai-chau,mua-nha-mat-tien-pho/,16500000000
250,0,0,16.02974,108.242,quan-ngu-hanh-son,mua-dat-tho-cu/,16500000000
270,2,2,16.03291,108.24086,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,16500000000
184,0,0,16.05561,108.2387,quan-son-tra,mua-dat-tho-cu/,16500000000
250,0,0,16.02974,108.242,quan-ngu-hanh-son,mua-dat-tho-cu/,16500000000
270,2,2,16.03291,108.24086,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,16500000000
270,2,2,16.03291,108.24086,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,16500000000
180,0,0,16.08053,108.24418,quan-son-tra,mua-dat-tho-cu/,16500000000
336,0,0,16.10668,108.25931,quan-son-tra,mua-dat-tho-cu/,16600000000
93,3,3,16.06372,108.22344,quan-hai-chau,mua-nha-mat-tien-pho/,17000000000
170,22,22,16.02978,108.20874,quan-cam-le,mua-nha-mat-tien-pho/,17000000000
218,5,5,16.04182,108.20864,quan-hai-chau,mua-nha-biet-thu-lien-ke/,17000000000
122,5,3,16.06448,108.2396,quan-son-tra,mua-nha-mat-tien-pho/,17000000000
102,8,15,16.07355,108.24106,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
100,0,0,16.08328,108.22888,quan-son-tra,mua-dat-tho-cu/,17500000000
100,15,15,16.06986,108.23666,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
100,15,15,16.06986,108.23666,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
100,15,15,16.06986,108.23666,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
100,15,15,16.06986,108.23666,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
275,3,2,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,17500000000
100,5,3,16.08328,108.22888,quan-son-tra,mua-nha-mat-tien-pho/,17500000000
118,4,4,16.06417,108.23152,quan-son-tra,mua-nha-mat-tien-pho/,18000000000
138,3,2,16.04932,108.2483,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,18000000000
370,2,2,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,18000000000
535,2,2,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,18000000000
100,2,2,16.0598,108.23051,quan-son-tra,mua-nha-mat-tien-pho/,18200000000
100,2,3,16.0598,108.23051,quan-son-tra,mua-nha-mat-tien-pho/,18200000000
152,1,0,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,19000000000
128,3,2,16.08562,108.21912,quan-hai-chau,mua-nha-mat-tien-pho/,19000000000
152,1,0,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,19000000000
152,1,0,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,19000000000
152,1,0,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,19000000000
110,0,0,16.08925,108.2494,quan-son-tra,mua-dat-tho-cu/,19700000000
150,4,4,16.02967,108.22818,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
59,3,3,16.06851,108.20916,quan-thanh-khe,mua-nha-mat-tien-pho/,20000000000
126,4,4,16.0675,108.21977,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
126,4,4,16.0675,108.21977,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
126,4,4,16.0675,108.21977,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
126,4,4,16.0675,108.21977,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
125,18,18,16.08562,108.21912,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
126,4,4,16.0675,108.21977,quan-hai-chau,mua-nha-mat-tien-pho/,20000000000
975,0,0,16.03746,108.0676,huyen-hoa-vang,mua-dat-tho-cu/,20475000000
90,0,0,16.05436,108.22016,quan-hai-chau,mua-nha-mat-tien-pho/,20500000000
90,0,0,16.05436,108.22016,quan-hai-chau,mua-nha-mat-tien-pho/,20500000000
90,0,0,16.05492,108.22213,quan-hai-chau,mua-nha-mat-tien-pho/,20500000000
300,5,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,21000000000
300,5,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,21000000000
125,3,2,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,21000000000
300,4,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,21000000000
300,5,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,21000000000
300,4,3,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,21500000000
244,0,0,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,22000000000
244,0,0,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,22000000000
244,0,0,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,22000000000
251,11,11,16.04112,108.24417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,22200000000
1056,0,0,16.03746,108.0676,huyen-hoa-vang,mua-dat-tho-cu/,22800000000
300,4,4,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,23000000000
300,5,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,23000000000
300,3,3,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,23000000000
300,5,5,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,23500000000
125,6,6,16.06907,108.21542,quan-hai-chau,mua-nha-mat-tien-pho/,24500000000
125,6,6,16.06907,108.21542,quan-hai-chau,mua-nha-mat-tien-pho/,24500000000
125,6,6,16.06907,108.21542,quan-hai-chau,mua-nha-mat-tien-pho/,24500000000
115,0,0,16.06907,108.21542,quan-hai-chau,mua-nha-mat-tien-pho/,24500000000
125,6,6,16.06907,108.21542,quan-hai-chau,mua-nha-mat-tien-pho/,24500000000
188,4,4,16.05679,108.21799,quan-hai-chau,mua-nha-mat-tien-pho/,26000000000
300,17,18,16.10144,108.24623,quan-son-tra,mua-can-ho-dich-vu/,26000000000
300,17,18,16.03799,108.24602,quan-ngu-hanh-son,mua-can-ho-dich-vu/,26000000000
180,0,0,16.06725,108.24281,quan-son-tra,mua-dat-tho-cu/,26500000000
188,6,6,16.06746,108.19719,quan-thanh-khe,mua-nha-mat-tien-pho/,27000000000
187,5,5,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,27700000000
187,5,5,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,27700000000
100,21,22,16.05362,108.23785,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,27900000000
7800,0,0,16.0799,108.13589,quan-lien-chieu,mua-dat-kho-xuong/,28000000000
257,26,26,16.09579,108.22874,quan-son-tra,mua-nha-mat-tien-pho/,28500000000
288,4,5,16.02374,108.24307,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,28500000000
200,21,3,16.0692,108.23681,quan-son-tra,mua-nha-mat-tien-pho/,29000000000
200,21,3,16.0692,108.23681,quan-son-tra,mua-nha-mat-tien-pho/,29000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
768,3,3,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,30000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
200,0,0,16.01959,108.22899,quan-cam-le,mua-dat-nen-du-an/,30000000000
250,5,5,16.07536,108.20558,quan-thanh-khe,mua-nha-mat-tien-pho/,30000000000
170,2,2,16.05823,108.21715,quan-hai-chau,mua-nha-mat-tien-pho/,31000000000
170,2,2,16.05823,108.21715,quan-hai-chau,mua-nha-mat-tien-pho/,31000000000
1500,0,0,16.03746,108.0676,huyen-hoa-vang,mua-dat-tho-cu/,33000000000
411,2,3,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,34000000000
490,0,0,16.0721,108.22971,quan-son-tra,mua-dat-tho-cu/,36750000000
200,13,14,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,39000000000
390,32,32,16.09386,108.22773,quan-son-tra,mua-can-ho-dich-vu/,40000000000
150,0,0,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,40000000000
180,0,0,16.05085,108.24319,quan-ngu-hanh-son,mua-dat-tho-cu/,42000000000
190,2,2,16.06529,108.24424,quan-son-tra,mua-nha-mat-tien-pho/,42000000000
290,0,0,16.0734,108.22889,quan-son-tra,mua-dat-tho-cu/,44800000000
290,0,0,16.08328,108.22888,quan-son-tra,mua-dat-tho-cu/,44800000000
140,31,30,16.04892,108.24906,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,46000000000
140,31,30,16.04892,108.24906,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,46000000000
140,31,30,16.04892,108.24906,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,46000000000
140,31,30,16.04892,108.24906,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,46000000000
300,0,0,16.0598,108.23051,quan-son-tra,mua-dat-tho-cu/,52000000000
313,40,40,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,55000000000
313,40,40,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,55000000000
180,0,0,16.0692,108.23681,quan-son-tra,mua-nha-mat-tien-pho/,55000000000
210,6,6,16.06756,108.20497,quan-thanh-khe,mua-nha-mat-tien-pho/,59000000000
210,6,6,16.06756,108.20497,quan-thanh-khe,mua-nha-mat-tien-pho/,59000000000
818,5,5,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,63790000000
239,22,24,16.05603,108.24547,quan-son-tra,mua-nha-mat-tien-pho/,65800000000
292,27,27,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
292,27,27,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
292,27,27,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
292,27,27,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
292,27,27,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
292,0,0,16.06613,108.24356,quan-son-tra,mua-nha-mat-tien-pho/,67000000000
385,0,0,16.0713,108.23822,quan-son-tra,mua-dat-tho-cu/,71000000000
618,20,5,16.03084,108.2189,quan-hai-chau,mua-nha-mat-tien-pho/,75000000000
200,52,55,16.06644,108.24437,quan-son-tra,mua-nha-mat-tien-pho/,77000000000
1600,0,0,16.02978,108.20874,quan-cam-le,mua-mat-bang-cua-hang-shop-nhieu-muc-dich/,80000000000
300,78,79,16.05085,108.24319,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,155000000000
917,0,0,16.05224,108.24686,quan-ngu-hanh-son,mua-dat-tho-cu/,265000000000
600,100,100,16.05655,108.24693,quan-son-tra,mua-nha-mat-tien-pho/,450000000000
600,100,100,16.05655,108.24693,quan-son-tra,mua-nha-mat-tien-pho/,450000000000
62,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3600000000000
